SWIFT CODE;ADDRESS;NAME;COUNTRY ISO2 CODE;COUNTRY NAME;IS HEADQUARTER
WCFSPLP1XXX;BUDYNEK SKYLIGHT ZLOTE TARASY UL. ZLOTA 59 WARSZAWA, MAZOWIECKIE, 00-120;WOOD AND COMPANY FINANCIAL SERVICES A.S. POLISH BRANCH;PL;POLAND;1
XBULBGS1XXX;TRI USHI STREET 10 FLOOR 12 SOFIA, SOFIA, 1000;BULGARIAN STOCK EXCHANGE;BG;BULGARIA;1
XMALMTMTXXX;GARRISON CHAPEL CASTILE PLACE VALLETTA, VALLETTA, VLT 1063;MALTA STOCK EXCHANGE;MT;MALTA;1
XMNTUYM1XXX;MISIONES 1400  MONTEVIDEO, MONTEVIDEO, 11000;BOLSA DE VALORES DE MONTEVIDEO S.A.;UY;URUGUAY;1
XRISLV21XXX;RIGA STOCK EXCHANGE DOMA LAUKUMS 6 RIGA, RIGA, LV-1885;AKCIJU SABIEDRIBA NASDAQ RIGA;LV;LATVIA;1
XSGOCLR1XXX;  ;BOLSA DE SANTIAGO;CL;CHILE;1
XWARPLP1XXX;NOWY SWIAT 6/12  WARSZAWA, MAZOWIECKIE, 00-400;GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE SPOLKA AKCYJNA;PL;POLAND;1
ZETMMTM1XXX;FLOOR 5, REGENT HOUSE 52 BISAZZA STREET SLIEMA, SLIEMA, SLM 1641;ZFP EQUITY TRADING (MALTA) LIMITED;MT;MALTA;1
ZIPIPLP1XXX;MICKIEWICZA 1  - PIOTRKOW TRYBUNALSKI, LODZKIE, 97-300 ;BANK SPOLDZIELCZY ZIEMI PIOTRKOWSKIEJ;PL;POLAND;1
ZUSPPLP1XXX;SIKORSKIEGO 52  - NOWY DWOR GDANSKI, POMORSKIE, 82-100 ;ZULAWSKI BANK SPOLDZIELCZY;PL;POLAND;1
LLBBLV2XXXX;ANTONIJAS 3  RIGA, RIGA, LV-1010;SIGNET BANK AS;LV;LATVIA;1
PODSPLA1XXX;MICKIEWICZA 7  SANOK, PODKARPACKIE, 38-500;PODKARPACKI BANK SPOLDZIELCZY;PL;POLAND;1
BACAMCMCXXX;1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000;ANDBANC MONACO SAM;MC;MONACO;1
BDCCAWAWXXX;VONDELLAAN 31  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ;BANCO DI CARIBE (ARUBA) N.V;AW;ARUBA;1
FCMFMTMTXXX;SUITE 3, TOWER BUSINESS CENTRE TOWER STREET SWATAR, SWATAR, BKR 4013;FCM BANK LIMITED;MT;MALTA;1
GCBMCLR1XXX;  ;GBM CORREDORES DE BOLSA LIMITADA;CL;CHILE;1
HAVLMCMXBDF;  MONACO, MONACO, 98000;BANQUE HAVILLAND (MONACO) S.A.M.;MC;MONACO;0
HAVLMCMXXXX;3-7 BOULEVARD DES MOULINS  MONACO, MONACO, 98000;BANQUE HAVILLAND (MONACO) S.A.M.;MC;MONACO;1
KCCPPLPWXXX;KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498;KDPW CCP;PL;POLAND;1
MOCBCLR1XXX;MARIANO SANCHEZ FONTECILLA 310 BIRMANN - SANTIAGO, PROVINCIA DE SANTIAGO, 7550296;J.P. MORGAN CORREDORES DE BOLSA SPA;CL;CHILE;1
NBPLPLPAXXX;UL. SWIETOKRZYSKA 11/21  WARSZAWA, MAZOWIECKIE, 00-919;NARODOWY BANK POLSKI;PL;POLAND;1
OKOYLV2XXXX;MUITAS IELA 1  RIGA, RIGA, LV-1010;OP CORPORATE BANK PLC LATVIA BRANCH;LV;LATVIA;1
TGBPMTMTXXX;FLOOR 5, W BUSINESS CENTRE 1 TRIQ DUN KARM BIRKIRKARA, BIRKIRKARA, BKR 9033;CONVERA MALTA FINANCIAL LIMITED;MT;MALTA;1
TPROLV22XXX;KR. VALDEMARA 62  RIGA, RIGA, LV-1013;SIA TRANSACT PRO;LV;LATVIA;1
TRTEMTM1XXX;VALLETTA BUILDINGS SOUTH STREET VALLETTA, VALLETTA, VLT 1103;TRADEXEC (TEX) LIMITED;MT;MALTA;1
CBCUUYMDXXX;FABINI 777  MONTEVIDEO, MONTEVIDEO, 11000;BANCO CENTRAL DEL URUGUAY;UY;URUGUAY;1
HOCVMTM1XXX;REGENT HOUSE 33 BISAZZA STREET SLIEMA, SLIEMA, SLM 1641;HOGG CAPITAL INVESTMENTS LIMITED;MT;MALTA;1
TOBAPLPWXXX;ORION POSTEPU 18B, FLOOR 3 WARSZAWA, MAZOWIECKIE, 02-676;TOYOTA BANK POLSKA S.A.;PL;POLAND;1
CMCIMCM1BEC;8 RUE GRIMALDI  MONACO, MONACO, 98000;CM-CIC MONACO;MC;MONACO;0
NBPLPLPDDSP;  WARSZAWA, MAZOWIECKIE;NARODOWY BANK POLSKI;PL;POLAND;0
BONPPLP9XXX;KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498;BONDSPOT S.A.;PL;POLAND;1
HSBCPLPSXXX;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124;HSBC CONTINENTAL EUROPE (SA) ODDZIAL W POLSCE;PL;POLAND;1
AGRIPLPRXXX;UL. LEGNICKA 48 C-D  WROCLAW, DOLNOSLASKIE, 54-202;CREDIT AGRICOLE BANK POLSKA S.A.;PL;POLAND;1
BKCHPLPXXXX;UL.ZIELNA 41/43  WARSZAWA, MAZOWIECKIE, 00-108;BANK OF CHINA (EUROPE) S.A. POLAND BRANCH;PL;POLAND;1
FBPLPLPWXXX;AL. WYSCIGOWA 6  WARSZAWA, MAZOWIECKIE, 02-681;CA AUTO BANK SPA SPOLKA AKCYJNA ODDZIAL W POLSCE;PL;POLAND;1
ICBKPLPWXXX;PLAC TRZECH KRZYZY 18  WARSZAWA, MAZOWIECKIE, 00-499;ICBC POLAND BRANCH;PL;POLAND;1
KCCPPLPWOTC;  WARSZAWA, MAZOWIECKIE;KDPW CCP;PL;POLAND;0
SCFBPLPWXXX;LEGNICKA 48 B  WROCLAW, DOLNOSLASKIE, 54-202;SANTANDER CONSUMER BANK SA;PL;POLAND;1
BCECCLRDXXX;  ;BANCO CENTRAL DE CHILE;CL;CHILE;1
SYSPMTM1XXX;54 SIR LUIGI CAMILLERI STREET  SLIEMA, SLIEMA, SLM 1840;SYSPAY LIMITED;MT;MALTA;1
BCECCLA1XXX;  ;BANCO CENTRAL DE CHILE;CL;CHILE;1
BCITPLPWXXX;CENTRUM GIELDOWE, TOWER C UL. KSIAZECA 4, FLOOR 5 WARSZAWA, MAZOWIECKIE, 00-498;INTESA SANPAOLO SPA;PL;POLAND;1
CGPMMCM1XXX;ESCALIERS DES FLEURS 8 BLD DES MOULINS MONACO, MONACO, 98000;CGM-AZIMUT MONACO;MC;MONACO;1
DOIXPLP1XXX;PULAWSKA 107  WARSZAWA, MAZOWIECKIE, 02-595;DOM INWESTYCYJNY XELION SP. Z O.O.;PL;POLAND;1
CBEUUYMMXXX;18 DE JULIO 1497  MONTEVIDEO, MONTEVIDEO, 11200;EUROCAM SA;UY;URUGUAY;1
AZFMMCMCXXX;ESCALIER DES FLEURS 8 BOULEVARD DES MOULINS MONACO, MONACO, 98000;CGM-AZIMUT MONACO;MC;MONACO;1
BEFNBGS1XXX;VISKIAR PLANINA 19 FLOOR 2 SOFIA, SOFIA, 1407;BENCHMARK FINANCE;BG;BULGARIA;1
BUAABGS1XXX;SHEINOVO STR 7  SOFIA, SOFIA, 1504;BULBROKERS EAD;BG;BULGARIA;1
CAMJBGS1XXX;HRISTO BELCHEV STR 8  SOFIA, SOFIA, 1000;CAPITAL MARKETS JSC;BG;BULGARIA;1
CPNMBGS1XXX;TRI USHI 8  SOFIA, SOFIA, 1000;CAPMAN INC.;BG;BULGARIA;1
DETTBGS1XXX;KORAB PLANINA 6 MEGAPARK SOFIA, SOFIA, 1407;DELTASTOCK AD;BG;BULGARIA;1
DIFKBGS1XXX;TZAR ASSEN STR 7  SOFIA, SOFIA, 1000;DILINGOVA FINANSOVA KOMPANIA AD;BG;BULGARIA;1
DISJBGS1XXX;TSAR OSVOBODITEL BLVD 8 FLOOR 4 SOFIA, SOFIA, 1000;MK BROKERS AD;BG;BULGARIA;1
FALSBGS1XXX;ANGEL KANCHEV STR 25  SOFIA, SOFIA, 1000;IP FAVORIT CLS;BG;BULGARIA;1
FPIJBGS1XXX;CHERNI VRUH BLVD  SOFIA, SOFIA, 1407;FOCAL POINT INVESTMENTS JSC;BG;BULGARIA;1
INMKBGS1XXX;DOBRUDJA 6  SOFIA, SOFIA, 1000;IP INTERCAPITAL MARKETS AD;BG;BULGARIA;1
KAOLBGS1XXX;ZLATOVRAH 1  SOFIA, SOFIA, 1164;KAROLL;BG;BULGARIA;1
MAJSBG21XXX;VASIL APRILOV STR 92  PLOVDIV, PLOVDIV, 4000;UG MARKET JSC;BG;BULGARIA;1
MCBBCLR1XXX;  ;MONEDA CORREDORES DE BOLSA DE BOLSA LIMITADA;CL;CHILE;1
NODABGS1XXX;HRISTO BELCHEV 28  SOFIA, SOFIA, 1000;DE NOVO EAD;BG;BULGARIA;1
REIABG21XXX;ST. CONSTANTINE AND HELENA ADMINISTRATIVE BUILDING VARNA, VARNA, 9000;REAL FINANCE JSC;BG;BULGARIA;1
SOFKBG21XXX;TZAR SIMEON VELKI BLVD 112  STARA ZAGORA, STARA ZAGORA, 6000;SOMONI FINANCIAL BROKERAGE LTD.;BG;BULGARIA;1
SOIUBGS1XXX;NIKOLAY HAYTOV 3A ESTE BUILDING SOFIA, SOFIA, 1113;SOFIA INTERNATIONAL SECURITIES AD;BG;BULGARIA;1
TBIBBGSFXXX;DIMITAR HADJIKOCEV STR 52-54  SOFIA, SOFIA, 1421;TBI BANK EAD;BG;BULGARIA;1
WARTPLPWXXX;RONDO I. DASZYNSKIEGO 1  WARSZAWA, MAZOWIECKIE, 00-843;TOWARZYSTWO UBEZPIECZEN I REASEKURACJI WARTA SPOLKA AKCYJNA;PL;POLAND;1
AVCABGS1XXX;LACHEZAR STANCHEV STR 3 LITEX TOWER, FLOOR 10 SOFIA, SOFIA, 1756;TRADING 212;BG;BULGARIA;1
BICYBGS1XXX;OBORISHTE STR 9  SOFIA, SOFIA, 1504;LENNO GLOBAL ADVISORY JSC;BG;BULGARIA;1
BUTKBGS1XXX;ZLATEN ROG STREET 12  SOFIA, SOFIA, 1407;UP TREND;BG;BULGARIA;1
CAIJBGS1XXX;STEFAN KARADJA 2  SOFIA, SOFIA, 1000;CAPITAL INVEST JSC;BG;BULGARIA;1
EEERBGS1XXX;LACHEZAR STANCHEV STR 3 LITEX TOWER, FLOOR 13 SOFIA, SOFIA, 1756;FH EVER INC.;BG;BULGARIA;1
NEVACLR1XXX;ROSARIO NORTE 555, FLOOR 15 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000;NEVASA S.A CORREDORES DE BOLSA;CL;CHILE;1
TBIEBGS1XXX;TINTYAVA STR 13B IZTOK RESIDENTIAL COMPLEX, ENT A, FLOOR 2 SOFIA, SOFIA, 1113;TBI INVEST EAD;BG;BULGARIA;1
EKIRPLPDXXX;RTM. W. PILECKIEGO 65  WARSZAWA, MAZOWIECKIE, 02-781;KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.);PL;POLAND;1
MBBPPLPWXXX;GOTTLIEBA DAIMLERA 1  WARSZAWA, MAZOWIECKIE, 02-460;MERCEDES-BENZ BANK POLSKA S.A.;PL;POLAND;1
STVVBGS1XXX;KOZYAK STREET 2 BLOCK 29, ENTRANCE B, OFFICE 4 SOFIA, SOFIA, 1408;STANDARD INVESTMENT;BG;BULGARIA;1
VOWAPLP9XXX;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124;VOLKSWAGEN BANK GMBH SP.Z O.O. ODDZIAL W POLSCE;PL;POLAND;1
AVFIBGS1XXX;BUL. TODOR ALEKSANDROV 141 FLOOR 9 SOFIA, SOFIA, 1309;AVC FINANCE PLC;BG;BULGARIA;1
EFTGMTM1XXX;PALAZZO PIETRO STIGES 103 STRAIT STREET VALLETTA, VALLETTA, VLT 1436;EFT GLOBAL LIMITED;MT;MALTA;1
LKJFLV21XXX;KATRINAS DAMBIS 22A  RIGA, RIGA, LV-1045;LTFJA KKS JURNIEKU FORUMS;LV;LATVIA;1
FIRYBGS1XXX;TSAR BORIS THE THIRD BULVD 159  SOFIA, SOFIA, 1618;FH FINA-S AD;BG;BULGARIA;1
BPABCLRMXXX;AVENIDA COSTANERA SUR 2730, P.19 PARQUE TITANIUM, TORRE B, LAS SANTIAGO, PROVINCIA DE SANTIAGO;BANCO BTG PACTUAL CHILE;CL;CHILE;1
TROMPLP1XXX;MOGILSKA 65  KRAKOW, MALOPOLSKIE, 31-545;TRIGON DOM MAKLERSKI S.A.;PL;POLAND;1
CITCMTMTXXX;LEVEL 2 WEST, MERCURY TOWER ELIA ZAMMIT STREET - ST. JULIAN'S, ST JULIAN'S, STJ 3155;CITCO CUSTODY LIMITED;MT;MALTA;1
TCBOCLR1XXX;EL GOLF 40, FLOOR 9 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000;TANNER CORREDORES DE BOLSA;CL;CHILE;1
LPITCLR1XXX;  ;LATCAM PAGOS INTERNACIONALES S.A.;CL;CHILE;1
AAMJBGS1XXX;CHRISTOPHER COLUMBUS BLVD 43 FLOOR 5 SOFIA, SOFIA, 1592;ACTIVA ASSET MANAGEMENT JSC;BG;BULGARIA;1
AMNMBGS1XXX;HRISTOFOR KOLUMB  SOFIA, SOFIA, 1592;EF ASSET MANAGEMENT;BG;BULGARIA;1
BCBDCLR1XXX;PEDRO DE VALDIVIA 100, FLOOR 7 PROVIDENCIA - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000;BBVA CORREDORES DE BOLSA LIMITADA;CL;CHILE;1
BPBIBGSFISD;  SOFIA, SOFIA;EUROBANK BULGARIA AD;BG;BULGARIA;0
KACABGS1XXX;HRISTO BOTEV BLVD 57  SOFIA, SOFIA, 1303;KAROLL CAPITAL MANAGEMENT;BG;BULGARIA;1
POZNPLP1XXX;UL. WARSZAWSKA 349  POZNAN, WIELKOPOLSKIE, 61-057;VOLKSWAGEN POZNAN SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;PL;POLAND;1
SKSMBGS1XXX;EKZARH YOSIF STR 31  SOFIA, SOFIA, 1000;SKY ASSET MANAGEMENT;BG;BULGARIA;1
STANALT1ELX;  ELBASAN, ELBASAN, 3001;BANK OF ALBANIA;AL;ALBANIA;0
STANALT1GJX;  GJIROKASTER, GJIROKASTER, 6001;BANK OF ALBANIA;AL;ALBANIA;0
STANALT1KOX;  KORCE, KORCE, 7000;BANK OF ALBANIA;AL;ALBANIA;0
STANALT1LUX;  LUSHNJE, FIER, 9001;BANK OF ALBANIA;AL;ALBANIA;0
STANALT1SHX;  SHKODER, SHKODER, 4001;BANK OF ALBANIA;AL;ALBANIA;0
STANALT1SPX;  TIRANA, TIRANA, 1001;BANK OF ALBANIA;AL;ALBANIA;0
TASGBGS1XXX;TINTYAVA STR 13B IZTOK RESIDENTIAL COMPLEX, ENT A, FLOOR 2 SOFIA, SOFIA, 1113;TBI ASSET MANAGEMENT EAD;BG;BULGARIA;1
UGMJBG21XXX;VASIL APRILOV STR 92  PLOVDIV, PLOVDIV, 4000;UG MARKET FUND MANAGEMENT JSC;BG;BULGARIA;1
ZAFIBG21XXX;DOBRUDJA STR. 10 ENTR. B, OFFICE 27 HASKOVO, HASKOVO, 6300;ZAGORA FINACORP AD;BG;BULGARIA;1
BATSALT1XXX;ISH KOMBINATI USHQIMOR KAVAJA STREET TIRANA, TIRANA, 1001;BRITISH AMERICAN TOBACCO - ALBANIA SH.P.K.;AL;ALBANIA;1
CITIPLPXCCH;  WARSZAWA, MAZOWIECKIE;BANK HANDLOWY W WARSZAWIE SA;PL;POLAND;0
CNAEBGS1XXX;TODOR ALEXANDROV BLVD 141  SOFIA, SOFIA, 1309;CONCORD ASSET MANAGEMENT;BG;BULGARIA;1
COIJBGS1XXX;GEORGE WASHINGTON 19  SOFIA, SOFIA, 1000;COMPASS INVEST JSC;BG;BULGARIA;1
CPSMBGS1XXX;TRI USHI STR 8  SOFIA, SOFIA, 1301;CAPMAN ASSET MANAGEMENT JSC;BG;BULGARIA;1
CSMEBGS1XXX;STEFAN KARADZHA 2  SOFIA, SOFIA, 1000;CCB ASSETS MANAGEMENT EAD;BG;BULGARIA;1
EAMGBGS1XXX;G.S. RAKOVSKI STR 96A  SOFIA, SOFIA, 1000;EXPAT ASSET MANAGEMENT;BG;BULGARIA;1
EUOBCLR1XXX;APOQUINDO 3885 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 7550177;EUROAMERICA CORREDORES DE BOLSA S.A;CL;CHILE;1
FFAMBGS1XXX;ENOS STREET 2 FLOOR 4 SOFIA, SOFIA, 1408;FFBH ASSET MANAGEMENT;BG;BULGARIA;1
INCJBGS1XXX;STEFAN KARADJA STREET 2  SOFIA, SOFIA, 1000;INVEST CAPITAL JSC;BG;BULGARIA;1
LACBLV2XCCB;K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050;BANK OF LATVIA;LV;LATVIA;0
MCDABGS1XXX;TZAR KALOYAN  SOFIA, SOFIA, 1000;MANAGEMENT COMPANY DSK ASSET MANAGEMENT AD;BG;BULGARIA;1
RFAABG21XXX;ALEXANDER S. PUSHKIN 24  VARNA, VARNA, 9002;REAL FINANCE ASSET MANAGEMENT;BG;BULGARIA;1
SATGBGS1XXX;ST. TODOR ALEXANDROV 141  SOFIA, SOFIA, 1309;STRATEGY ASSET MANAGEMENT JSC;BG;BULGARIA;1
SATTBGS1XXX;BULGARIA BLVD 58  SOFIA, SOFIA, 1680;SELECT ASSET MANAGMENT;BG;BULGARIA;1
TESMBGS1XXX;TODOR ALEXANDROV BLVD 141  SOFIA, SOFIA, 1309;TEXIM ASSET MANAGEMENT;BG;BULGARIA;1
UBATBGS1XXX;SVETA SOFIA STR 5  SOFIA, SOFIA, 1000;UBB ASSET MANAGEMENT;BG;BULGARIA;1
ZLLCBGS1XXX;POSTOYANSTVO  SOFIA, SOFIA, 1111;GOLDEN LION CAPITAL;BG;BULGARIA;1
ELFGBGS1XXX;LACHEZAR STANCHEV STR 5 SOPHARMA BUSINESS TOWERS SOFIA, SOFIA, 1756;ELANA FUND MANAGEMENT;BG;BULGARIA;1
MUAABGS1XXX;VRABCHA 10  SOFIA, SOFIA, 1000;MUNICIPAL BANK ASSET MANAGEMENT;BG;BULGARIA;1
AGRKMTMTXXX;  LUQA, LUQA, LQA 4000;LIDION BANK PLC;MT;MALTA;1
ABIGBGS1XXX;DAMYAN GRUEV 46  SOFIA, SOFIA, 1606;AUSTRIAN BULGARIAN INVESTMENT GROUP AD;BG;BULGARIA;1
AFSMMTM1XXX;FLOOR 1, BLUE HARBOUR BUSINESS CENTRE YACHT MARINA TA'XBIEX, TA'XBIEX, XBX 1027;AMICORP FUND SERVICES MALTA LIMITED;MT;MALTA;1
VAFEBG21XXX;VLADISLAV VARNENCHIK BLVD 186 FLOOR 3, OFFICE 4.035 VARNA, VARNA, 9000;VARCHEV FINANCE EOOD;BG;BULGARIA;1
VMCEBG21XXX;VLADISLAV VARNENCHIK BLVD 186 FLOOR 3, OFFICE 4.035 VARNA, VARNA, 9009;VARCHEV MANAGING COMPANY EAD;BG;BULGARIA;1
CPSCMTM1XXX;FLOOR 1, ORANGE POINT DUN KARM STREET BIRKIRKARA, BIRKIRKARA, BKR 9037;A3E CAPITAL SICAV P.L.C.;MT;MALTA;1
MALTMTMTGCP;  VALLETTA, VALLETTA;CENTRAL BANK OF MALTA;MT;MALTA;0
SKOKPLPWXXX;WLADYSLAWA IV 22  SOPOT, POMORSKIE, 81-743;KRAJOWA SPOLDZIELCZA KASA OSZCZEDNOSCIOWO-KREDYTOWA;PL;POLAND;1
DOIIPLP1XXX;ZEBRA TOWER MOKOTOWSKA 1 WARSZAWA, MAZOWIECKIE, 00-640;VESTOR DOM MAKLERSKI S.A.;PL;POLAND;1
ICDGCLR1XXX;  ;ITAU CHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;CL;CHILE;1
UBPGMCMXXXX;LA BELLE EPOQUE 17 AVENUE D'OSTENDE MONACO, MONACO, 98000;UNION BANCAIRE PRIVEE, UBP SA;MC;MONACO;1
ACFCMTM1XXX;184 ST. LUCIA STREET  VALLETTA, VALLETTA, VLT 1189;AMAGIS CAPITAL FUNDS SICAV PLC;MT;MALTA;1
ALFPLV21XXX;KR. VALDEMARA IELA  RIGA, RIGA, LV-1013;ALFAPAY;LV;LATVIA;1
CDERCLRMXXX;CERRO COLORADO 5240, FLOOR 18 EDIFICIO TORRES DEL PARQUE 1 SANTIAGO, PROVINCIA DE SANTIAGO;COMDER CONTRAPARTE CENTRAL S.A.;CL;CHILE;1
MIPYMTM1ALL;  VALLETTA, VALLETTA;MISTRAL PAY LTD;MT;MALTA;0
MIPYMTM1XXX;EUROPA CENTRE 51 ST. ANNE STREET FLORIANA, IL-FURJANA, FRN 9011;MISTRAL PAY LTD;MT;MALTA;1
LATSLV21XXX;BAUSKAS STR. 20  RIGA, RIGA, LV-1004;E LATS, SIA;LV;LATVIA;1
BERLMCMCBDF;  MONACO, MONACO, 98000;EDMOND DE ROTHSCHILD-MONACO;MC;MONACO;0
AAAJBG21XXX;6TH OF SEPTEMBER BLVD 152 BUSINESS CENTER LEGIS PLOVDIV, PLOVDIV, 4000;ARCUS ASSET MANAGEMENT JSC;BG;BULGARIA;1
CEPAMCM1XXX;17 BOULEVARD ALBERT PREMIER  MONACO, MONACO, 98000;CAISSE D'EPARGNE ET DE PREVOYANCE COTE D'AZUR - AGENCE DE MONACO;MC;MONACO;1
RZBMMTM1XXX;IL-PIAZZETTA 52 TOWER ROAD SLIEMA, SLIEMA, SLM 1607;RAIFFEISEN MALTA BANK PLC;MT;MALTA;1
KRSPPLP2XXX;RYNEK KLEPARSKI 8  KRAKOW, MALOPOLSKIE, 31-150;KRAKOWSKI BANK SPOLDZIELCZY;PL;POLAND;1
BREXPLPWOMB;PILSUDSKIEGO STR 3  LODZ, LODZKIE, 90-368;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
WOSILV21XXX;MASKAVAS STR. 240-3  RIGA, RIGA, LV-1063;WOT, SIA;LV;LATVIA;1
EUOTPLP1XXX;CYNAMONOWA 19  WARSZAWA, MAZOWIECKIE, 02-777;EURORATING SP. Z O.O.;PL;POLAND;1
ITAUCLRMSSO;  ;BANCO ITAU CHILE;CL;CHILE;0
PMMCMCMCXXX;7 RUE DU GABIAN  MONACO, MONACO, 98000;PACIFIC MANAGEMENT SAM;MC;MONACO;1
TGAFMTM1XXX;FLOOR 3 BREWERY STREET BIRKIRKARA, BIRKIRKARA, BKR 3000;TGA FUNDS SICAV PLC;MT;MALTA;1
ECMBMTMTXXX;THE ADELAIDE 230-231 TOWER ROAD SLIEMA, SLIEMA, SLM 1601;ECCM BANK PLC;MT;MALTA;1
CDERCLRGXXX;CERRO COLORADO 5240, FLOOR 18 TORRES DEL PARQUE I - SANTIAGO PROVINCIA DE SANTIAGO, 7560591;COMDER CONTRAPARTE CENTRAL S.A.;CL;CHILE;1
CRXBMTMTXXX;PALAZZO HOMEDES 80 STRAIT STREET VALLETTA, VALLETTA, VLT 1436;CREDORAX BANK LIMITED;MT;MALTA;1
PYMXMTMTXXX;FLOOR 2, CAPITAL BUSINESS CENTRE BLOCK A TRIQ TAZ- ZWEJT SAN GWANN, SAN GWANN, SGN 3000;FINANCE INCORPORATED LIMITED;MT;MALTA;1
VAFRMTM1XXX;FLOOR 3 TRIQ IL-BIRRERIJA MRIEHEL, BIRKIRKARA , BKR 3000;BOV FUND SERVICES LIMITED;MT;MALTA;1
WBKPPLP1CCP;  WROCLAW, DOLNOSLASKIE;SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.);PL;POLAND;0
AXERMTM1XXX;108 TRIQ IT TIBEN  SWIEQI, SWIEQI, SWQ 3032;AXERIA RE LIMITED;MT;MALTA;1
BIGKLV21XXX;GUSTAVA ZEMGALA GATVE 78-1  RIGA, RIGA, LV-1039;BIGBANK AS LATVIJAS FILIALE;LV;LATVIA;1
BPKHPLPGXXX;PULAWSKA 15  WARSZAWA, MAZOWIECKIE, 02-515;PKO BANK HIPOTECZNY SA;PL;POLAND;1
IVFMBGS1XXX;DOBRUDJA 6  SOFIA, SOFIA, 1000;INVEST FUND MANAGEMENT;BG;BULGARIA;1
FEMAMTMTXXX;FLOOR 9, ST BUSINESS CENTRE 120 THE STRAND GZIRA, GZIRA, GZR 1027;MULTITUDE BANK P.L.C.;MT;MALTA;1
KCCPPLPWASI;  WARSZAWA, MAZOWIECKIE;KDPW CCP;PL;POLAND;0
EISIMTM1XXX;FLOOR 3, VALLETTA BUILDING 1 SOUTH STREET VALLETTA, VALLETTA, VLT 1103;EIGER SICAV PLC;MT;MALTA;1
APMEMTM1XXX;FLOOR 2, PROGETTA HOUSE TOWER ROAD SWATAR BIRKIRKARA, BIRKIRKARA, BKR 4012;APRIL MEDITERRANEAN LIMITED;MT;MALTA;1
CINKPLPZXXX;WROCLAWSKA 17B  ZIELONA GORA, WIELKOPOLSKIE, 65-427;CINKCIARZ.PL SP. Z O.O.;PL;POLAND;1
RTLDMCMCXXX;4-6 RUELLE SAINTE DEVOTE  MONACO, MONACO, 98000;ROTHELAND S.A.M.;MC;MONACO;1
AAVLCLR9XXX;  ;AFEX AGENTES DE VALORES LIMITADA;CL;CHILE;1
DIETMCMCXXX;GILDO PASTOR CENTER 7, 9 RUE DU GABIAN MONACO, MONACO, 98000;DIETSMANN MONTE CARLO SAM;MC;MONACO;1
SIAILV21XXX;MASKAVAS STR. 240  RIGA, RIGA, LV-1063;STEITS, SIA;LV;LATVIA;1
RAMUBGS1XXX;VAPTZAROV BLVD, PHASE2 NIKOLA I 55 BUSINESS CENTER EXPO 2000 SOFIA, SOFIA, 1407;RAIFFEISEN ASSET MANAGEMENT (BULGARIA) EAD;BG;BULGARIA;1
AAESBGS1XXX;SREDNA GORA STR 49 FLOOR 6 SOFIA, SOFIA, 1303;ASTRA ASSET MANAGEMENT JSC;BG;BULGARIA;1
DEUTPL21XXX;ALEJA ARMII LUDOWEJ 26  WARSZAWA, MAZOWIECKIE, 00-609;DEUTSCHE BANK POLSKA S.A;PL;POLAND;1
RATIPLP1XXX;KRASINSKIEGO 16  POZNAN, WIELKOPOLSKIE, 60-830;INC RATING SP. Z O.O.;PL;POLAND;1
AAAPBGS1XXX;EXARCH YOSIF 7  SOFIA, SOFIA, 1301;ALARIC CAPITAL;BG;BULGARIA;1
FNEXBGS1XXX;ALEXANDER STAMBOLIJSKI BLVD 235  SOFIA, SOFIA, 1303;GRAND CAPITAL LTD;BG;BULGARIA;1
CONPPLPWXXX;WROCLAWSKA 17B  ZIELONA GORA, WIELKOPOLSKIE, 65-427;CONOTOXIA SP. Z O.O.;PL;POLAND;1
TESTBGS1XXX;AKSAKOV 28  SOFIA, SOFIA, 1000;TREND ASSET MANAGEMENT;BG;BULGARIA;1
TGAFMTM1001;  MRIEHEL, BIRKIRKARA;TGA FUNDS SICAV PLC;MT;MALTA;0
TGAFMTM1002;  MRIEHEL, BIRKIRKARA;TGA FUNDS SICAV PLC;MT;MALTA;0
TGAFMTM1003;  MRIEHEL, BIRKIRKARA;TGA FUNDS SICAV PLC;MT;MALTA;0
BCECCLB1XXX;  ;BANCO CENTRAL DE CHILE;CL;CHILE;1
NIXGLV21XXX;MASKAVAS 240-3  RIGA, RIGA, LV-1063;NIXGROUP;LV;LATVIA;1
