SWIFT CODE;ADDRESS;NAME;COUNTRY ISO2 CODE;COUNTRY NAME;IS HEADQUARTER
AAISALTRXXX;HYRJA 3 RR. DRITAN HOXHA ND. 11 TIRANA, TIRANA, 1023;UNITED BANK OF ALBANIA SH.A;AL;ALBANIA;1
ABIEBGS1XXX;TSAR ASEN 20  VARNA, VARNA, 9002;ABV INVESTMENTS LTD;BG;BULGARIA;1
ADCRBGS1XXX;JAMES BOURCHIER BLVD 76A HILL TOWER SOFIA, SOFIA, 1421;ADAMANT CAPITAL PARTNERS AD;BG;BULGARIA;1
AFAAUYM1XXX;PLAZA INDEPENDENCIA 743  MONTEVIDEO, MONTEVIDEO, 11000;AFINIDAD A.F.A.P.S.A.;UY;URUGUAY;1
AGRIMCM1XXX;23 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000;CREDIT AGRICOLE MONACO (CRCA PROVENCE COTE D'AZUR MONACO);MC;MONACO;1
AIPOPLP1XXX;STRZEGOMSKA 42C  WROCLAW, DOLNOSLASKIE, 53-611;SANTANDER CONSUMER BANK SPOLKA AKCYJNA;PL;POLAND;1
AIZKLV22XXX;MIHAILA TALA STREET 1  RIGA, RIGA, LV-1045;ABLV BANK, AS IN LIQUIDATION;LV;LATVIA;1
AKBKMTMTXXX;FLOOR 6, PORTOMASO BUSINESS TOWER 01 PORTOMASO PTM - ST. JULIAN'S ST. JULIAN'S, STJ 4011;AKBANK T.A.S. (MALTA BRANCH);MT;MALTA;1
ALBPPLP1BMW;  WARSZAWA, MAZOWIECKIE;ALIOR BANK SPOLKA AKCYJNA;PL;POLAND;0
ALBPPLPWXXX;LOPUSZANSKA BUSINESS PARK LOPUSZANSKA 38 D WARSZAWA, MAZOWIECKIE, 02-232;ALIOR BANK SPOLKA AKCYJNA;PL;POLAND;1
ANIBAWA1XXX;WILHELMINASTRAAT 36  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ;AIB BANK NV;AW;ARUBA;1
ANTLUYM1XXX;GUATEMALA 1075  MONTEVIDEO, MONTEVIDEO, 11800;ANTEL;UY;URUGUAY;1
APSBMTMTXXX;APS CENTRE TOWER STREET BIRKIRKARA, BIRKIRKARA, BKR 4012;APS BANK PLC.;MT;MALTA;1
ARUBAWAXXXX;CAMACURI 12  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ;ARUBA BANK, LTD;AW;ARUBA;1
ATISMTM1XXX;ABATE RIGORD STREET  TA'XBIEX, TA'XBIEX, XBX 1120;JESMOND MIZZI FINANCIAL ADVISORS LIMITED;MT;MALTA;1
AVJCBGS1XXX;TODOR ALEKSANDROV BLVD 73 FLOOR 1 SOFIA, SOFIA, 1303;AVAL IN JSC;BG;BULGARIA;1
BAERMCMCXXX;12 BOULEVARD DES MOULINS  MONACO, MONACO, 98000;BANK JULIUS BAER (MONACO) S.A.M.;MC;MONACO;1
BAPDBGS1XXX;SQ. POZITANO 9  SOFIA, SOFIA, 1000;BALKAN ADVISORY COMPANY-IP EAD;BG;BULGARIA;1
BARCMCC1XXX;31 AVENUE DE LA COSTA  MONACO, MONACO, 98000;BARCLAYS BANK S.A;MC;MONACO;1
BARCMCMXXXX;31 AVENUE DE LA COSTA  MONACO, MONACO, 98000;BARCLAYS BANK PLC MONACO;MC;MONACO;1
BBVAUYMMXXX;25 DE MAYO, ESQUINA ZAQBALA 401  MONTEVIDEO, MONTEVIDEO, 11000;BANCO BILBAO VIZCAYA ARGENTARIA URUGUAY S.A.;UY;URUGUAY;1
BCCSCLR1XXX;  ;BCI CORREDOR DE BOLSA S.A.;CL;CHILE;1
BCECCLRFXXX;  ;BANCO CENTRAL DE CHILE;CL;CHILE;1
BCECCLRMXXX;  ;BANCO CENTRAL DE CHILE;CL;CHILE;1
BCGMMCM1XXX;27 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000;BNP PARIBAS WEALTH MANAGEMENT MONACO;MC;MONACO;1
BCHICLR10R2;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10R3;21 DE MAYO 330  ARICA, PROVINCIA DE ARICA, 1000000;BANCO DE CHILE;CL;CHILE;0
BCHICLR10R4;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10R5;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10R6;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10R7;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10R8;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10RA;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10RC;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10RV;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLR10RY;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLRMEXP;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLRMIMP;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLRMIOB;  ;BANCO DE CHILE;CL;CHILE;0
BCHICLRMXXX;  ;BANCO DE CHILE;CL;CHILE;1
BCOSCLR1XXX;AGUSTINAS 975, FLOOR 2 CASA MATRIZ BANCO DE CHILE - SANTIAGO PROVINCIA DE SANTIAGO, 8320000;BANCHILE CORREDORES DE BOLSA S.A.;CL;CHILE;1
BCRCBGS1XXX;EVLOGI GEORGIEV 95 FLOOR 1 SOFIA, SOFIA, 1142;BCRA - CREDIT RATING AGENCY;BG;BULGARIA;1
BECHCLRMXXX;  ;BANCO DEL ESTADO DE CHILE;CL;CHILE;1
BEDMPLP1XXX;STOJALOWSKIEGO 7  BIELSKO BIALA, SLASKIE, 43-300;DOM MAKLERSKI BDM S.A.;PL;POLAND;1
BELDPLP1XXX;UL.NOCZNICKIEGO 3  BELSK DUZY, MAZOWIECKIE, 05-622;BANK SPOLDZIELCZY W BELSKU DUZYM;PL;POLAND;1
BERLMCMCXXX;LES TERRASSES, CARLO 2 AVENUE DE MONTE MONACO, MONACO, 98000;EDMOND DE ROTHSCHILD-MONACO;MC;MONACO;1
BGUSBGSFXXX;SLAVYANSKA STR 2  SOFIA, SOFIA, 1000;BULGARIAN-AMERICAN CREDIT BANK;BG;BULGARIA;1
BHUMUYM1XXX;FERNANDEZ CRESPO 1508  MONTEVIDEO, MONTEVIDEO, 11200;BANCO HIPOTECARIO DEL URUGUAY;UY;URUGUAY;1
BICECLRMXXX;  ;BANCO BICE;CL;CHILE;1
BICHCLRMXXX;  ;BANCO INTERNACIONAL;CL;CHILE;1
BIEZPLP1XXX;ZAMOJSKIEGO 27  BIEZUN, MAZOWIECKIE, 09-320;BANK SPOLDZIELCZY W BIEZUNIU;PL;POLAND;1
BIGBPLPWCUS;HARMONY CENTER UL. STANISLAWA ZARYNA 2A WARSZAWA, MAZOWIECKIE, 02-593;BANK MILLENNIUM S.A.;PL;POLAND;0
BIGBPLPWXXX;HARMONY CENTER UL. STANISLAWA ZARYNA 2A WARSZAWA, MAZOWIECKIE, 02-593;BANK MILLENNIUM S.A.;PL;POLAND;1
BISPPLP1XXX;DUBOIS STREET 5 A  WARSZAWA, MAZOWIECKIE, 00-184;BANK INICJATYW SPOLECZNO-EKONOMICZNYCH S.A.;PL;POLAND;1
BJSBMCMXLCO;  MONACO, MONACO, 98000;BANQUE J. SAFRA SARASIN (MONACO) SA;MC;MONACO;0
BJSBMCMXXXX;LE BELLE EPOQUE 15BIS/17 AVENUE D'OSTENDE MONACO, MONACO, 98000;BANQUE J. SAFRA SARASIN (MONACO) SA;MC;MONACO;1
BKSACLRM055;  ;SCOTIABANK CHILE;CL;CHILE;0
BKSACLRM061;  ;SCOTIABANK CHILE;CL;CHILE;0
BKSACLRM064;21 DE MAYO 187  ARICA, PROVINCIA DE ARICA, 1000000;SCOTIABANK CHILE;CL;CHILE;0
BKSACLRM068;  ;SCOTIABANK CHILE;CL;CHILE;0
BKSACLRMXXX;AVENIDA COSTANERA SUR 2710, FLOOR 10 EDIFICIO PARQUE TITANIUM SANTIAGO, PROVINCIA DE SANTIAGO;SCOTIABANK CHILE;CL;CHILE;1
BLICCLRMXXX;AVENIDA ISIDORA GOYENECHEA 2800 FLOOR 23 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000;HSBC BANK (CHILE);CL;CHILE;1
BLICUYMMXXX;RINCON 391 FLOOR 3 MONTEVIDEO, MONTEVIDEO, 11000;HSBC BANK (URUGUAY) S.A.;UY;URUGUAY;1
BLPBLV21XXX;SIA MONO KATLAKALNA ST. 1 RIGA, RIGA, LV-1017;AS BALTIJAS PRIVATBANKA;LV;LATVIA;1
BMDNPLP1XXX;ZEROMSKIEGO 75  RADOM, MAZOWIECKIE, 26-600;DNB BANK POLSKA SPOLKA AKCYJNA;PL;POLAND;1
BNBGBGSDXXX;ALEXANDER BATTENBERG SQUARE 1  SOFIA, SOFIA, 1000;BULGARIAN NATIONAL BANK - BGN;BG;BULGARIA;1
BNBGBGSFXXX;ALEXANDER BATTENBERG SQUARE 1  SOFIA, SOFIA, 1000;BULGARIAN NATIONAL BANK;BG;BULGARIA;1
BNIFMTMTXXX;FLOOR 2 203 RUE D'ARGENS GZIRA, GZIRA, GZR 1368;BNF BANK PLC (FORMERLY BANIF BANK MALTA);MT;MALTA;1
BNPABGSXXXX;MLADOST 4 BUSINESS PARK SOFIA BUILDING 14, FLOOR 1, RESIDENTIAL SOFIA, SOFIA, 1766;BNP PARIBAS S.A.-SOFIA BRANCH;BG;BULGARIA;1
BNPAMCM1XXX;  MONACO, MONACO, 98000;BNP PARIBAS;MC;MONACO;1
BNPAPLPXXXX;UL. WRONIA 31  WARSZAWA, MAZOWIECKIE, 00-846;BNP PARIBAS S.A. BRANCH IN POLAND;PL;POLAND;1
BOFACLR1XXX;  ;BANK OF AMERICA, S.A. SANTIAGO;CL;CHILE;1
BPBIBGSFSEC;  SOFIA, SOFIA;EUROBANK BULGARIA AD;BG;BULGARIA;0
BPBIBGSFXXX;OKOLOVRASTEN PAT STR 260  SOFIA, SOFIA, 1766;EUROBANK BULGARIA AD;BG;BULGARIA;1
BPHKPLP1BMK;  KRAKOW, MALOPOLSKIE;BANK BPH SA;PL;POLAND;0
BPHKPLPKCUS;UL. CYPRIANA KAMILA NORWIDA 1  GDANSK, POMORSKIE, 80-280;BANK BPH SA;PL;POLAND;0
BPHKPLPKXXX;UL. CYPRIANA KAMILA NORWIDA 1  GDANSK, POMORSKIE, 80-280;BANK BPH SA;PL;POLAND;1
BPKOPLPWBIA;TYSIACLECIA PANSTWA POLSKIEGO 6  BIALYSTOK, PODLASKIE, 15-111;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWCSD;  WARSZAWA, MAZOWIECKIE;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWGDG;SWIETOJANSKA 17  GDYNIA, POMORSKIE, 71-368;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWGOA;KOSYNIEROW GDYNSKICH 79  - GORZOW WIELKOPOLSKI, LUBUSKIE, 66-400 ;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWKAB;DAMROTA 23  KATOWICE, SLASKIE, 40-022;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWKRD;OSIEDLE KOSCIUSZKOWSKIE 1  KRAKOW, MALOPOLSKIE, 31-858;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWLDA;PIOTRKOWSKA STREET 173  LODZ, LODZKIE, 90-959;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWLUA;WATYKANSKA 7  LUBLIN, LUBELSKIE, 20-538;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWOLS;KOSCIUSZKI STREET 89/91 OLSZTYN, WARMINSKO-MAZURSKIE 10-584;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWPOA;GORDA WILDA 109  POZNAN, WIELKOPOLSKIE, 60-959;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWTDH;PULAWSKA STREET 16  WARSZAWA, MAZOWIECKIE, 02-515;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWTOB;PLAC TEATRALNY 4  - BYDGOSZCZ KUJAWSKO-POMORSKIE, 85-950 ;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWWAA;SIENKIEWICZA 12/14  WARSZAWA, MAZOWIECKIE, 00-944;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWWRD;WITA STWOSZA 12  WROCLAW, DOLNOSLASKIE, 50-950;PKO BANK POLSKI S.A.;PL;POLAND;0
BPKOPLPWXXX;UL. PULAWSKA 15  WARSZAWA, MAZOWIECKIE, 02-515;PKO BANK POLSKI S.A.;PL;POLAND;1
BPPBMCMCXXX;15-17 AVENUE D'OSTENDE  MONACO, MONACO, 98000;BNP PARIBAS WEALTH MANAGEMENT MONACO;MC;MONACO;1
BPSOUYM1XXX;FERNANDEZ CRESPO 1621  MONTEVIDEO, MONTEVIDEO, 11200;BANCO DE PREVISION SOCIAL;UY;URUGUAY;1
BREXPLPWBIA;UL. SWIETOJANSKA 15  BIALYSTOK, PODLASKIE, 15-277;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWBIB;PLAC WOLNOSCI 7  BIELSKO BIALA, SLASKIE, 43-300;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWBYD;GRODZKA 19-21  - BYDGOSZCZ KUJAWSKO-POMORSKIE, 85-109 ;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWCUS;CYBERNETYKI 7A  WARSZAWA, MAZOWIECKIE, 02-677;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWCZE;JASNOGORSKA 79  CZESTOCHOWA, SLASKIE, 42-217;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWGDA;JANA Z KOLNA 11  GDANSK, POMORSKIE, 80-864;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWGDY;SLASKA 47  GDYNIA, POMORSKIE, 81-310;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWGOR;PRZEMYSLOWA 2  - GORZOW WIELKOPOLSKI, LUBUSKIE, 66-400 ;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWKAL;FRYDERYKA CHOPINA 26/28  KALISZ, WIELKOPOLSKIE, 62-800;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWKAT;POWSTANCOW 43  KATOWICE, SLASKIE, 40-024;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWKIE;IX WIEKOW KIELC 4  KIELCE, SWIETOKRZYSKIE, 25-516;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWKOS;OKRZEI 3  - KOSZALIN ZACHODNIOPOMORSKIE, 75-203 ;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWKRA;AUGUSTIANSKA 15  KRAKOW, MALOPOLSKIE, 31-064;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWLOD;JANA KILINSKIEGO 74  LODZ, LODZKIE, 90-119;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWLUB;SPOKOJNA 2  LUBLIN, LUBELSKIE, 20-074;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWMBK;SKRYTKA POCZTOWA 2108  LODZ, LODZKIE, 90-959;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWMUL;SKRYTKA POCZTOWA 2108  LODZ, LODZKIE, 90-959;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWNWS;PRAZMOWSKIEGO 11  NOWY SACZ, MALOPOLSKIE, 33-300;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWOLS;PILSUDSKIEGO 44A  - OLSZTYN WARMINSKO-MAZURSKIE, 10-450 ;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWOPO;KSIAZAT OPOLSKICH 29  OPOLE, OPOLSKIE, 45-005;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWPOZ;ROOSEVELTA 22  POZNAN, WIELKOPOLSKIE, 60-829;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWRCO;POWSTANCOW 43  KATOWICE, SLASKIE, 40-024;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWRYB;RUDZKA 3  RYBNIK, RYBNIK, 44-200;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWRZE;SOKOLA 6  RZESZOW, PODKARPACKIE, 35-010;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWSZC;ZBOZOWA 4  - SZCZECIN ZACHODNIO-POMORSKIE, 70-653 ;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWTOR;BYDGOSKA 1  TORUN, KUJAWSKO-POMORSKIE, 87-100;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWWA1;UL. SENATORSKA 18  WARSZAWA, MAZOWIECKIE, 00-950;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWWA2;UL. DOMANIEWSKA 44  WARSZAWA, MAZOWIECKIE, 02-672;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWWA3;OSTROBRAMSKA 207  WARSZAWA, MAZOWIECKIE, 04-077;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWWA4;AL.JEROZOLIMSKIE 174  WARSZAWA, MAZOWIECKIE, 02-486;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWWAL;SIENKIEWICZA 2  WALBRZYCH, DOLNOSLASKIE, 58-300;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWWRO;PL. JANA PAWLA II 9  WROCLAW, DOLNOSLASKIE, 50-136;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BREXPLPWXXX;UL. PROSTA 18  WARSZAWA, MAZOWIECKIE, 00-850;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;1
BREXPLPWZIE;PLAC JANA MATEJKI 19  ZIELONA GORA, WIELKOPOLSKIE, 65-056;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
BROUUYMMXXX;CERRITO, ZABALA STREET 351  MONTEVIDEO, MONTEVIDEO, 11000;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;UY;URUGUAY;1
BSBAPLP1XXX;ZAMENHOFA 4  BIALYSTOK, PODLASKIE, 15-435;BANK SPOLDZIELCZY W BIALYMSTOKU;PL;POLAND;1
BSBGBGSFIOP;  SOFIA, SOFIA;BORICA AD;BG;BULGARIA;0
BSBGBGSFXXX;TZAR BORIS III BLVD 41  SOFIA, SOFIA, 1612;BORICA AD;BG;BULGARIA;1
BSBIPLP1XXX;SZKOLNA 6  BIALOBRZEGI, MAZOWIECKIE, 26-800;BANK SPOLDZIELCZY W BIALOBRZEGACH;PL;POLAND;1
BSCHCLR10R2;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10R3;21 DE MAYO 300  ARICA, PROVINCIA DE ARICA, 1000000;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10R4;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10R5;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10R6;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10R7;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RA;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RB;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RD;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RE;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RF;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RG;SUR 4 ORIENTE 1, 1098  TALCA, PROVINCIA DE TALCA, 3460000;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RH;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RJ;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RK;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLR10RL;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLRMGST;  ;BANCO SANTANDER CHILE;CL;CHILE;0
BSCHCLRMXXX;  ;BANCO SANTANDER CHILE;CL;CHILE;1
BSCHUYMMXXX;JULIO HERRERA Y OBES 1365  MONTEVIDEO, MONTEVIDEO, 11100;BANCO SANTANDER;UY;URUGUAY;1
BSCLCLRMXXX;  ;BANCO SECURITY;CL;CHILE;1
BSEMUYM1XXX;MERCEDES 1051  MONTEVIDEO, MONTEVIDEO, 11100;BANCO DE SEGUROS DEL ESTADO;UY;URUGUAY;1
BSGJPLP1XXX;JATKOWA 3  GROJEC, MAZOWIECKIE, 05-600;BANK SPOLDZIELCZY W GROJCU;PL;POLAND;1
BSGLPLP1XXX;UL.MLYNARSKA 5/13  GLOWNO, POWIAT ZGIERSKI, 95-015;BANK SPOLDZIELCZY W GLOWNIE;PL;POLAND;1
BSGOPLP1XXX;UL.KOSCIELNA 1  GOWOROWO, POWIAT OSTROLECKI, 07-440;BANK SPOLDZIELCZY W GOWOROWIE;PL;POLAND;1
BSGRPLP1XXX;PL.GRUNWALDU 4 A  GRUDUSK, MAZOWIECKIE, 06-460;BANK SPOLDZIELCZY W GRUDUSKU;PL;POLAND;1
BSKRPLP1XXX;UL.TORUNSKA 5  KROSNIEWICE, LODZKIE, 99-340;BANK SPOLDZIELCZY W KROSNIEWICACH;PL;POLAND;1
BSLCPLP1XXX;UL.SLONECZNA 223  - LESZNOWOLA POWIAT PIASECZYNSKI, 05-506 ;BANK SPOLDZIELCZY W LESZNOWOLI;PL;POLAND;1
BSLPPLP1XXX;UL.GEN.WL.SIKORSKIEGO 80  LAPY, PODLASKIE, 18-100;BANK SPOLDZIELCZY W LAPACH;PL;POLAND;1
BSMLPLP1XXX;UL.SADOWA 3  MLAWA, MAZOWIECKIE, 06-500;BANK SPOLDZIELCZY W MLAWIE;PL;POLAND;1
BSPIPLP1XXX;PLAC KONSTYTUCJI MAJA 3, 4  PIONKI, MAZOWIECKIE, 26-670;BANK SPOLDZIELCZY W PIONKACH;PL;POLAND;1
BSRAPLP1XXX;UL.MLAWSKA 20A  RACIAZ, POWIAT PLONSKI, 09-140;BANK SPOLDZIELCZY W RACIAZU;PL;POLAND;1
BSRLPLP1XXX;UL.MONIUSZKI 6  LODZ, LODZKIE, 90-111;BANK SPOLDZIELCZY RZEMIOSLA W LODZI;PL;POLAND;1
BSSOPLP1XXX;UL.GEN.WL.SIKORSKIEGO 12 SOKOLY, POWIAT WYSOKOMAZOWIECKI 18-218;BANK SPOLDZIELCZY W SOKOLACH;PL;POLAND;1
BSSTPLP1XXX;UL.WYZWOLENIA 6  STRZEGOWO, MAZOWIECKIE, 06-445;BANK SPOLDZIELCZY W STRZYZOWIE;PL;POLAND;1
BSTRPLP1XXX;UL.SZYMANOWSKA 14  TERESIN, MAZOWIECKIE, 96-515;BANK SPOLDZIELCZY W TERESINIE;PL;POLAND;1
BSWPPLP1XXX;UL.BARLICKIEGO 33  KUTNO, LODZKIE, 99-300;BANK SPOLDZIELCZY 'WSPOLNA PRACA' W KUTNIE;PL;POLAND;1
BSWRPLP1XXX;WARSZAWSKA 5  WARKA, MAZOWIECKIE, 05-660;BANK SPOLDZIELCZY W WARCE;PL;POLAND;1
BSZLPLP1XXX;STARY RYNEK 18  LOWICZ, LODZKIE, 99-400;BANK SPOLDZIELCZY ZIEMI LOWICKIEJ W LOWICZU;PL;POLAND;1
BUINBGSFXXX;SREBARNA 16 PARK LANE OFFICE CENTER, FLOOR 6 SOFIA, SOFIA, 1407;ALLIANZ BANK BULGARIA AD;BG;BULGARIA;1
BUIVBG21XXX;PETAR PARCHEVICH 9  VARNA, VARNA, 9000;BULEX INVEST PLC;BG;BULGARIA;1
CAIXPLPWXXX;UL. PROSTA 51  WARSZAWA, MAZOWIECKIE, 00-838;CAIXABANK, S.A. (SPOLKA AKCYJNA) ODDZIAL W POLSCE;PL;POLAND;1
CAMCCLR1XXX;  ;CASA DE MONEDA DE CHILE;CL;CHILE;1
CBARAWAWXXX;J.E. IRAUSQUIN 8  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ;CENTRALE BANK VAN ARUBA;AW;ARUBA;1
CBBRLV22XXX;SMILSU IELA 6  RIGA, RIGA, LV-1050;BLUOR BANK AS;LV;LATVIA;1
CBCUUYMFXXX;FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100;BANCO CENTRAL DEL URUGUAY;UY;URUGUAY;1
CBCUUYMMFGD;  MONTEVIDEO, MONTEVIDEO;BANCO CENTRAL DEL URUGUAY;UY;URUGUAY;0
CBCUUYMMXXX;FLORIDA PAYSANDU MONTEVIDEO, MONTEVIDEO, 11000;BANCO CENTRAL DEL URUGUAY;UY;URUGUAY;1
CBOPPLP1XXX;WOLOSKA 18  WARSZAWA, MAZOWIECKIE, 02-675;BANK POLSKA KASA OPIEKI S.A.;PL;POLAND;1
CBSCCLR1XXX;  ;SCOTIA AZUL CORREDORES DE BOLSA LIMITADA;CL;CHILE;1
CCBPMCM1XXX;SPORTING D'HIVER PLACE DU CASINO MONACO, MONACO, 98000;BANQUE POPULAIRE MEDITERRANEE;MC;MONACO;1
CCOACLR1XXX;  ;BTG PACTUAL CHILE S.A. CORREDORES DE BOLSA;CL;CHILE;1
CDISALTRXXX;VASO PASHA 8  TIRANA, TIRANA, 1019;CREDINS BANK S.A.;AL;ALBANIA;1
CECBBGSFXXX;TSARIGRADSKO SHOSE BLVD 87  SOFIA, SOFIA, 1113;CENTRAL COOPERATIVE BANK PLC;BG;BULGARIA;1
CEDPBGSFXXX;TRI USHI STREET 6  SOFIA, SOFIA, 1000;CENTRAL DEPOSITORY AD;BG;BULGARIA;1
CELFCLR1XXX;  ;BTG PACTUAL CHILE SA CORREDORES DE BOLSA;CL;CHILE;1
CESDMTM1XXX;27 PIETRO FLORIANI STREET  FLORIANA, IL-FURJANA, FRN 1060;CENTRAL SECURITIES DEPOSITORY, THE;MT;MALTA;1
CFACUYMMXXX;ZABALA 1338  MONTEVIDEO, MONTEVIDEO, 11200;BANDES URUGUAY S.A.;UY;URUGUAY;1
CFCOUYM1XXX;SARANDI 402  MONTEVIDEO, MONTEVIDEO, 11000;CENTRO FINANCIERO COOPERATIVO;UY;URUGUAY;1
CFMOMCMXXXX;11 BOULEVARD ALBERT IER  MONACO, MONACO, 98012;CFM INDOSUEZ WEALTH;MC;MONACO;1
CFPCCLR1XXX;  ;CORPORACION FOMENTO DE LA PRODUCCION;CL;CHILE;1
CHASCLRMXXX;AV. APOQUINDO 2827, FLOOR 13 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 7590956;JPMORGAN CHASE BANK, N.A., SANTIAGO BRANCH;CL;CHILE;1
CISRMTM1XXX;FLOOR 1 58 MERCHANTS STREET VALLETTA, VALLETTA, VLT 1173;W AND J COPPINI INVESTMENT SERVICES LIMITED;MT;MALTA;1
